roll, pitch, yaw
-2.097392984510256753e+01,8.711278186513858657e+01,-2.576510419760930759e+01
-2.054342372039538134e+01,8.639300213943586471e+01,-2.593723104014367209e+01
-2.019910791166680397e+01,8.562655664838895575e+01,-2.601303653642402836e+01
-1.995457674890772637e+01,8.493325422123206181e+01,-2.610820643654162865e+01
-1.989933424839187026e+01,8.438220897723221015e+01,-2.621575874110099136e+01
-1.979060125240451029e+01,8.389524949844489754e+01,-2.632000285742947199e+01
-1.941030304090499214e+01,8.359632113479365501e+01,-2.638909189587503334e+01
-1.904531109492487673e+01,8.340416635577996374e+01,-2.647738954450307602e+01
-1.879908784383927767e+01,8.324745948918092608e+01,-2.665316304651969048e+01
-1.876615424627174278e+01,8.304732836017164743e+01,-2.681748532150053776e+01
-1.873829382875418403e+01,8.274687012213664161e+01,-2.698806882933033435e+01
-1.867225292842048745e+01,8.242828562775034129e+01,-2.715663152507239175e+01
-1.863491723801612210e+01,8.210614789523415880e+01,-2.732835280954074264e+01
-1.867019053481735114e+01,8.177866272911597889e+01,-2.749576433968219291e+01
-1.873221020184767127e+01,8.139024748133010689e+01,-2.769211602955719798e+01
-1.880541031093360260e+01,8.097367554552697300e+01,-2.786904119930182233e+01
-1.889095167323995739e+01,8.052769652914665244e+01,-2.802467094468825692e+01
-1.910282679903977865e+01,7.999395648709278817e+01,-2.817361314524013238e+01
-1.961438381468941117e+01,7.937714069186880295e+01,-2.829445545805921469e+01
-2.032319243883718940e+01,7.873552590407996377e+01,-2.844945262011399834e+01
-2.119112959880175495e+01,7.809508801296269098e+01,-2.858446425697372462e+01
-2.215117382395019163e+01,7.742499780043706892e+01,-2.868066532393024559e+01
-2.310131586258620473e+01,7.679471917335344244e+01,-2.876352318394570418e+01
-2.395642763639122563e+01,7.625751489111557646e+01,-2.885745939381429181e+01
-2.452352377246069892e+01,7.584202667875338477e+01,-2.900189745500167859e+01
-2.489871530049357062e+01,7.549633004390197755e+01,-2.915143504825517695e+01
-2.501887697778279218e+01,7.523603889735605321e+01,-2.935897372045063136e+01
-2.515661869434175202e+01,7.493555687475462435e+01,-2.956349054223676021e+01
-2.511572118588794922e+01,7.456399447531751434e+01,-2.975629601035096172e+01
-2.508586632113685866e+01,7.414393452530536877e+01,-2.994486550759955890e+01
-2.479199875219928018e+01,7.372535639120104634e+01,-3.015058794319974567e+01
-2.571438899229827157e+01,7.335041395752587334e+01,-3.032675102685878343e+01
-2.662014320147859436e+01,7.293514055748052272e+01,-3.040493577174915174e+01
-2.743463992338418933e+01,7.250416501491594090e+01,-3.038540632708770417e+01
-2.855564793001142831e+01,7.208835596089490139e+01,-3.030871119093445643e+01
-2.856436189703277861e+01,7.172301456444516532e+01,-3.027172233667570467e+01
-2.837461897461731297e+01,7.134188915813125220e+01,-3.024136890935604427e+01
-2.803379220823173057e+01,7.098038762262099510e+01,-3.021403832088770613e+01
-2.752000093744384657e+01,7.064047370747603338e+01,-3.018516050503015791e+01
-2.701336602585660529e+01,7.030470127635008737e+01,-3.015986771699658675e+01
-2.639567579232252115e+01,6.997127481908748337e+01,-3.015726122505693851e+01
-2.571639992290940313e+01,6.963699143228214439e+01,-3.019270337110770441e+01
-2.504871706672636833e+01,6.934465203829182656e+01,-3.025020005065592699e+01
-2.527984502436098779e+01,6.911279713527292756e+01,-3.030211562541926895e+01
-2.584075069663917645e+01,6.891865901883528522e+01,-3.032222303270161845e+01
-2.618052610857201401e+01,6.878931810124373669e+01,-3.032521261168047388e+01
-2.624291670154423528e+01,6.868903888197600338e+01,-3.033004484506589549e+01
-2.608307308298459404e+01,6.859302454312120290e+01,-3.039671154535782449e+01
-2.574333717884636741e+01,6.850099863285014123e+01,-3.048383857886124915e+01
-2.538635434760072940e+01,6.843228659583922990e+01,-3.058918750396871289e+01
-2.513814950494183975e+01,6.834837735704446970e+01,-3.071526212533491318e+01
-2.471808362770161338e+01,6.826394169841404391e+01,-3.084059515294147857e+01
-2.442140618307343303e+01,6.817756514231297160e+01,-3.095532429604427094e+01
-2.436740042773811865e+01,6.811938143825163650e+01,-3.107100491876804682e+01
-2.468498156358788620e+01,6.808811880911028425e+01,-3.118018355560914401e+01
-2.514774559092926154e+01,6.807894467284191364e+01,-3.128968398537583084e+01
-2.572762031102093871e+01,6.813369282504973512e+01,-3.138967927335258423e+01
-2.626205737570924725e+01,6.828345037433751941e+01,-3.147939610460613835e+01
-2.667697989566518046e+01,6.847275602778633186e+01,-3.161085187394289164e+01
-2.657800634846790899e+01,6.866288082425674588e+01,-3.173250457918337375e+01
-2.629033970237762929e+01,6.884257260105634657e+01,-3.185465605918297882e+01
-2.549441102993853292e+01,6.903390665746529464e+01,-3.202331827718143842e+01
-2.460494354023233754e+01,6.922348816787756220e+01,-3.221224189235323365e+01
-2.365494607449570097e+01,6.940328656546675745e+01,-3.237648208280636197e+01
-2.268051475843509479e+01,6.954403503828622490e+01,-3.247894217583112209e+01
-2.182200321396695841e+01,6.965559138353032154e+01,-3.261230204719770853e+01
-2.091551712467406077e+01,6.975230348742469744e+01,-3.285970517007705638e+01
-1.982938221510926979e+01,6.995084264835205090e+01,-3.320618588400488846e+01
-2.140352333826778874e+01,7.020098413477687416e+01,-3.358425091436252075e+01
-2.264647375291900033e+01,7.051315952515234642e+01,-3.392587419153338857e+01
-2.368349021555746603e+01,7.095476596762343036e+01,-3.413598352070768982e+01
-2.426779549429576832e+01,7.161395675016312623e+01,-3.421173610463074510e+01
-2.443743669164215504e+01,7.231046524041678936e+01,-3.429643293148711791e+01
-2.426317918265293727e+01,7.302852841667734651e+01,-3.445021035860518310e+01
-2.495271860860510671e+01,7.372970017366671414e+01,-3.467769021794369166e+01
-2.574405033159881384e+01,7.441545313871654344e+01,-3.486087791800995461e+01
-2.649401644703398162e+01,7.511523699758356543e+01,-3.507760418816163650e+01
-2.709776713583788421e+01,7.591566021354978488e+01,-3.536188361306007266e+01
-2.757842011724683573e+01,7.687999619038399146e+01,-3.572878042502465235e+01
-2.817043638189772636e+01,7.805639118777003205e+01,-3.618998324415671419e+01
-2.887568291502589801e+01,7.931848215690236259e+01,-3.669455726846874200e+01
-2.980120840762053191e+01,8.071502813114079800e+01,-3.727571733219051708e+01
-3.086147535259293306e+01,8.226897347903765478e+01,-3.780949963852927453e+01
-3.210586982948382229e+01,8.396693150262538552e+01,-3.822047617365549144e+01
-3.331574644683033171e+01,8.574932951840246176e+01,-3.857669192374873290e+01
-3.442632821486147066e+01,8.752712279654166139e+01,-3.889373956406117117e+01
-3.535257956251622602e+01,8.922378811373562257e+01,-3.903360813758489911e+01
-3.600926597459596934e+01,9.080113480068209242e+01,-3.920293750721346271e+01
-3.637134809300225413e+01,9.227304559224302238e+01,-3.936928914112873201e+01
-3.584574269293106141e+01,9.349397754786672010e+01,-3.960324903424695719e+01
-3.539910910510406694e+01,9.440845159141088061e+01,-3.998087390654038842e+01
-3.509671002424962438e+01,9.518642792415785436e+01,-4.033097195746729824e+01
-3.486103901668702321e+01,9.594415487492165084e+01,-4.043758363400917943e+01
-3.464407736141326666e+01,9.661620414067769502e+01,-4.052313120910629607e+01
-3.442509706987663520e+01,9.724395889702074669e+01,-4.061402240876073932e+01
-3.414188502439345996e+01,9.775176782471126558e+01,-4.072878285125645448e+01
-3.381978573002874100e+01,9.802863563059713670e+01,-4.083944120021898527e+01
-3.362372640807622304e+01,9.809733464735293751e+01,-4.090967501834791165e+01
-3.351812688488453063e+01,9.810395355503186465e+01,-4.103770423127468092e+01
-3.349764240594698350e+01,9.798523309458580854e+01,-4.110574478530735831e+01
-3.350342995705956639e+01,9.778054509069853850e+01,-4.113954278442695767e+01
-3.351938546546361408e+01,9.740065187855456941e+01,-4.108865844296860104e+01
-3.345470170786538233e+01,9.684508754597771940e+01,-4.093586130404126777e+01
-3.329096009938943013e+01,9.612931684973122515e+01,-4.067959667198521601e+01
-3.305431380871060298e+01,9.529432440691790873e+01,-4.031483055662233994e+01
-3.272898851068043058e+01,9.434024458172848426e+01,-3.990161350170659915e+01
-3.234467932171833837e+01,9.333676857954353068e+01,-3.946720515035418941e+01
-3.201291319391211232e+01,9.226659074080878042e+01,-3.910676035871123446e+01
-3.172361016138755119e+01,9.117276849560451524e+01,-3.888260397648706146e+01
-3.147652598893543896e+01,9.010631327796504308e+01,-3.888739218778054862e+01
-3.144420653800315790e+01,8.914076764764209315e+01,-3.901579211128315450e+01
-3.147333236069535545e+01,8.832690827806659684e+01,-3.923166679542962498e+01
-3.142100471639091452e+01,8.761401792767266272e+01,-3.950444106590384052e+01
-3.121653861195761692e+01,8.709989058459755995e+01,-3.986440087333184579e+01
-3.090135089403270641e+01,8.668097784766027303e+01,-4.021636511707352923e+01
-3.051515038203032049e+01,8.629928329159054101e+01,-4.046010115080265734e+01
-3.000240982358775810e+01,8.604340836922999358e+01,-4.059129713148161045e+01
-2.944765095399836596e+01,8.587044549421719353e+01,-4.058151262566300943e+01
-2.886292052404707320e+01,8.554863591264582112e+01,-4.044099429910203725e+01
-2.826706867434377557e+01,8.511874341004855182e+01,-4.025701184630776197e+01
-2.752354229494556037e+01,8.439334860172384367e+01,-4.000518931134450895e+01
-2.697718643228111901e+01,8.346299857373939801e+01,-3.963649307554891976e+01
-2.664361550760072817e+01,8.247215554460755982e+01,-3.926465100138397446e+01
-2.655868014356936158e+01,8.147122518100074728e+01,-3.906907038930428655e+01
-2.660802452892404801e+01,8.048981226846609616e+01,-3.897730084848087273e+01
-2.669894357267763851e+01,7.966224385535953445e+01,-3.901379863261499281e+01
-2.689151504847091800e+01,7.893252303784686319e+01,-3.922407649170209964e+01
-2.766230956773317828e+01,7.837808982256511570e+01,-3.943277526893211160e+01
-2.910316340499915810e+01,7.807316552140194688e+01,-3.958947617553094744e+01
-3.046539592015395215e+01,7.777973422630077494e+01,-3.971332000480443725e+01
-3.135511070496123409e+01,7.744808602678726572e+01,-3.980973542483364014e+01
-3.231435515571099160e+01,7.698243772861727052e+01,-3.981776878668785002e+01
-3.331277969050989896e+01,7.638034321975617047e+01,-3.966777227535329331e+01
-3.431335606329969323e+01,7.582034862994500202e+01,-3.943315144936320138e+01
-3.516354591508581962e+01,7.536441395796994414e+01,-3.919873862328633152e+01
-3.586855404992585505e+01,7.503178224949627406e+01,-3.908727605443446151e+01
-3.645618788050354198e+01,7.467724074780375076e+01,-3.901710361243404890e+01
-3.673711190637861534e+01,7.419841623826012267e+01,-3.923140215854519397e+01
-3.679451784172128725e+01,7.363373343180934683e+01,-3.952071450187082036e+01
-3.679376442729235208e+01,7.311259756050188230e+01,-3.980693143504119291e+01
-3.661167754634980298e+01,7.278777515934773135e+01,-4.006174654210309427e+01
-3.614564423418516981e+01,7.253001471993819393e+01,-4.031090693355751853e+01
-3.509822710002736557e+01,7.219523819812108911e+01,-4.061696914670080361e+01
-3.416089386603503186e+01,7.182489956502571715e+01,-4.090450281055559856e+01
-3.368978339758658080e+01,7.136922873911123588e+01,-4.130512590777512116e+01
-3.364760727050739320e+01,7.082690040511425877e+01,-4.166796290770850675e+01
-3.382396163972729397e+01,7.029844351202763164e+01,-4.188101284625917486e+01
-3.431619326171356477e+01,6.982746748807015535e+01,-4.203702357023458092e+01
-3.541602067906053719e+01,6.946542553375854823e+01,-4.208815450524456736e+01
-3.701647893482988394e+01,6.913447025558829750e+01,-4.217836287664567152e+01
-3.860460198256193110e+01,6.881218294803770164e+01,-4.227311240897435596e+01
-3.993595710901914941e+01,6.857956514168392914e+01,-4.236768399526014406e+01
-3.937828950301345543e+01,6.841910185656482213e+01,-4.248835703996941504e+01
-3.896049899420313523e+01,6.825541220377297691e+01,-4.260831214040611314e+01
-3.866163838480068193e+01,6.809071724088339295e+01,-4.269403659238818705e+01
-3.846221270447970397e+01,6.796035882363801761e+01,-4.279023433546566935e+01
-3.840823315025232176e+01,6.785485115312178550e+01,-4.288373042785904943e+01
-3.853172813551754672e+01,6.777973412245417251e+01,-4.296478159191091351e+01
-3.853424360758906175e+01,6.771044128186875355e+01,-4.304418590752599272e+01
-3.837024958755350923e+01,6.766092165547787829e+01,-4.314994351888640978e+01
-3.838560284774929698e+01,6.767230430427368049e+01,-4.361605106986090163e+01
-3.827633012408092128e+01,6.772699259121026216e+01,-4.410173857547175658e+01
-3.809531362981570624e+01,6.777316402772407855e+01,-4.458648149852722753e+01
-3.780857313064123559e+01,6.780322570642249502e+01,-4.506115325012071082e+01
-3.774938828534912005e+01,6.778153875078095325e+01,-4.550333388632729736e+01
-3.784758619395962853e+01,6.773899769204307120e+01,-4.579620428492969353e+01
-3.810921916710176305e+01,6.773133709538974756e+01,-4.605978896317897409e+01
-3.841571142210190004e+01,6.770864550002799831e+01,-4.630458628341479965e+01
-3.908141442191776349e+01,6.769557986718460540e+01,-4.651180867868257707e+01
-3.973435148815083551e+01,6.766159181538955636e+01,-4.667528418997289918e+01
-3.996723248170240339e+01,6.760827199542897858e+01,-4.697138780953933690e+01
-4.009611428175016101e+01,6.759156331494214953e+01,-4.728280879909961243e+01
-4.014126432205505779e+01,6.760221310939644468e+01,-4.762905805839417184e+01
-3.987565854853907865e+01,6.764115991405003570e+01,-4.798952599193582103e+01
-3.953816144411532463e+01,6.768779453645306887e+01,-4.835127052004616388e+01
-3.938854281587345696e+01,6.775977190171312259e+01,-4.887004814963705712e+01
-4.083791173077254655e+01,6.782980276284173726e+01,-4.939843729662405991e+01
-4.211002043380570115e+01,6.791178708084025573e+01,-4.987454696137591981e+01
-4.380536358070643388e+01,6.804758659971295742e+01,-5.029531954307632446e+01
-4.271156800392393649e+01,6.813746698548628444e+01,-5.069377289866009306e+01
-4.178135278831117461e+01,6.821695517994504598e+01,-5.113015877323899616e+01
-4.117303304099985439e+01,6.832457710901448422e+01,-5.164168290805268668e+01
-4.043452996859605264e+01,6.846332845819956958e+01,-5.216642617606465393e+01
-3.911596619127295327e+01,6.874749902139760138e+01,-5.272167430792131171e+01
-4.057161052435572657e+01,6.921894708550897235e+01,-5.334314076829723206e+01
-4.143957621015149329e+01,6.979444408540743439e+01,-5.400879431344499437e+01
-4.226480232786545344e+01,7.039056948531060698e+01,-5.471518165217423757e+01
-4.306329993256114363e+01,7.108319629175750265e+01,-5.530568487431829539e+01
-4.375608069504997388e+01,7.194842595697942045e+01,-5.579370230829836430e+01
-4.442469880763243850e+01,7.298272024779375045e+01,-5.627870071145696329e+01
-4.507452139052708873e+01,7.405377252409928701e+01,-5.680632106028836148e+01
-4.572357841688970836e+01,7.514417072554167021e+01,-5.722288730467245443e+01
-4.638262468793809035e+01,7.626980781833755429e+01,-5.778666560975963051e+01
-4.703198281787039292e+01,7.753819667492227552e+01,-5.846971956026462891e+01
-4.776214760799877013e+01,7.900531057739264895e+01,-5.916484618925488093e+01
-4.854207869577898293e+01,8.054518590340595097e+01,-5.984443893808419546e+01
-4.943315602118659058e+01,8.211724061991618839e+01,-6.050171688978363704e+01
-5.030248245304529320e+01,8.361787890273183166e+01,-6.118074508975062997e+01
-5.115809605882807887e+01,8.505398586980506082e+01,-6.186338684496284657e+01
-5.208364030548069223e+01,8.631110018430804587e+01,-6.249867639044536105e+01
-5.289128289445378783e+01,8.740631255132871047e+01,-6.316391387928543821e+01
-5.329641933684221300e+01,8.830042112316706948e+01,-6.385333134778122854e+01
-5.354493454556540399e+01,8.901290327610360009e+01,-6.434655758706827555e+01
-5.372609503333442404e+01,8.965480235776712448e+01,-6.484474453938095451e+01
-5.376820723833065330e+01,9.020895842211454863e+01,-6.546401731553061154e+01
-5.368191974799112387e+01,9.074162956653695744e+01,-6.611234536914906812e+01
-5.353412016389400208e+01,9.120371375858336194e+01,-6.679261609699447888e+01
-5.325177628991621503e+01,9.140475465086639417e+01,-6.759039677032927784e+01
-5.295510621663284923e+01,9.156119064265826069e+01,-6.822518267324126384e+01
-5.258722555058074022e+01,9.163934907300603072e+01,-6.882480692923873278e+01
-5.231423764044793501e+01,9.160789827259543472e+01,-6.934405192511790972e+01
-5.224080590017444337e+01,9.154298878439959708e+01,-6.976377881912496548e+01
-5.219145862293428451e+01,9.144878779458056783e+01,-7.001598034138277171e+01
-5.206201298827216561e+01,9.131036757927243741e+01,-7.028212743115399519e+01
-5.182922444202829837e+01,9.105326289995025490e+01,-7.043245207349990267e+01
-5.148852270071598980e+01,9.070796220378272778e+01,-7.050748763935624197e+01
-5.108893485427000769e+01,9.027429447947848473e+01,-7.055395210828734776e+01
-5.065153794299749990e+01,8.979244644029049027e+01,-7.059987496936460616e+01
-5.019144551629104711e+01,8.923324488818920486e+01,-7.068326664787882407e+01
-4.975251916562056920e+01,8.859849126726503243e+01,-7.089150031968082999e+01
-4.935158065338321620e+01,8.785891055478209921e+01,-7.118942697713771395e+01
-4.897439094625482170e+01,8.708180301743495022e+01,-7.153547784672649357e+01
-4.865841125521743038e+01,8.630859016638113701e+01,-7.196388304578383099e+01
-4.842657292801040114e+01,8.561497856992527034e+01,-7.239634473370104217e+01
-4.818567124756235387e+01,8.493774427209550026e+01,-7.281733467663801207e+01
-4.782181487754900928e+01,8.428496122634298615e+01,-7.326419282254281029e+01
-4.746148181493117590e+01,8.368748706697445527e+01,-7.371417310953353308e+01
-4.722548643981600236e+01,8.330486546156667771e+01,-7.417634233275703082e+01
-4.709974229920909039e+01,8.308203693221004471e+01,-7.461544407082205055e+01
-4.700206521039524432e+01,8.287788249290629494e+01,-7.501732194744981541e+01
-4.678738732197634675e+01,8.267139816349626358e+01,-7.534387917301344828e+01
-4.633529022587806168e+01,8.248664661482995086e+01,-7.558584666390925122e+01
-4.591518886667279986e+01,8.219681911953398412e+01,-7.569879797600458460e+01
-4.577341928733635967e+01,8.174990119783863918e+01,-7.560183308345426667e+01
-4.557872586531511416e+01,8.128052771331401516e+01,-7.545623078670325867e+01
-4.512566255548264138e+01,8.088109178947438238e+01,-7.538087532485234021e+01
-4.467608886866324269e+01,8.059402638373028083e+01,-7.544668588926397490e+01
-4.419664818020805086e+01,8.033958547629076463e+01,-7.553118340199117142e+01
-4.378847915805440039e+01,8.015898824797453415e+01,-7.560896247437368345e+01
-4.399277366385847898e+01,8.009166516017675974e+01,-7.565817190401189407e+01
-4.415319960656326970e+01,7.976104385119121787e+01,-7.551563475011337800e+01
-4.388221457116794255e+01,7.937221257963739163e+01,-7.544163808962011331e+01
-4.348019557405400093e+01,7.892473521816512516e+01,-7.553738982919357170e+01
-4.383559907029327718e+01,7.846759619995130208e+01,-7.583503073659190363e+01
-4.535098139617284829e+01,7.789386182123477909e+01,-7.610957053781648085e+01
-4.685894310438254706e+01,7.722218653428039659e+01,-7.628936561230352709e+01
-4.789433941938138872e+01,7.644114349137174713e+01,-7.636095849674936176e+01
-4.811969378591359714e+01,7.569457548159091687e+01,-7.641307640413189972e+01
-4.799083571974880158e+01,7.497468058646528277e+01,-7.649327005588108364e+01
-4.782505689144922201e+01,7.430786410745734827e+01,-7.665109107523511511e+01
-4.792217369883262990e+01,7.369210571443888114e+01,-7.687567944110901408e+01
-4.781282988173751392e+01,7.315308702365054216e+01,-7.708138452603076018e+01
-4.720482518810722183e+01,7.258488371246090765e+01,-7.736927260900276337e+01
-4.674354403681053327e+01,7.194431571113437940e+01,-7.776978978889991367e+01
-4.658617984923489530e+01,7.130694456057339892e+01,-7.824616609864075656e+01
-4.669488600921379629e+01,7.068123411294655511e+01,-7.877602001488726557e+01
-4.728070559697215458e+01,7.009335268247859574e+01,-7.922672981574702078e+01
-4.807273672827867728e+01,6.954251034316020252e+01,-7.962852451492628347e+01
-4.903304187351578491e+01,6.906922630224484294e+01,-8.005371838190383471e+01
-5.005595821606957685e+01,6.866763035581141139e+01,-8.041641882312009670e+01
