roll, pitch, yaw
-1.151924189966109111e+02,5.865151353972871107e+01,8.300806303189330038e+01
-1.149798401157248122e+02,5.869678847066922600e+01,8.270937666120346421e+01
-1.150095412789996629e+02,5.878593641211536891e+01,8.248576505993811736e+01
-1.153692583693085965e+02,5.896196842325760912e+01,8.237123691731605390e+01
-1.160530946557274490e+02,5.920741241221242035e+01,8.235966711352612890e+01
-1.168229827390489532e+02,5.954882300990838218e+01,8.237508187493821765e+01
-1.176111219773784455e+02,5.999310709075089676e+01,8.232848229219933955e+01
-1.184279600385209505e+02,6.048859018853421077e+01,8.226053241217778123e+01
-1.191277327314621886e+02,6.118705488568878792e+01,8.214480701827572773e+01
-1.196245579400424930e+02,6.204017049865151989e+01,8.203514244995145077e+01
-1.199275726545737371e+02,6.294261854649226962e+01,8.189054619917426692e+01
-1.202135568393515541e+02,6.397744192216083547e+01,8.181692090338768253e+01
-1.205080919260867063e+02,6.519666025416762523e+01,8.181729796934702392e+01
-1.210728009117830482e+02,6.663258373910622367e+01,8.185080641197333762e+01
-1.218287816417732614e+02,6.817756075951595562e+01,8.188174796794154986e+01
-1.227000750867487113e+02,7.005558480673137467e+01,8.174710156876498957e+01
-1.232542308763870125e+02,7.208396269993582450e+01,8.162322438517989553e+01
-1.240801412568699362e+02,7.422515531841050063e+01,8.161290936111663541e+01
-1.252819891455316252e+02,7.656492845696959648e+01,8.164993202984894083e+01
-1.260819807107357207e+02,7.878880476374622788e+01,8.184277080134583571e+01
-1.261261883249806601e+02,8.086245261108712157e+01,8.217283526470983190e+01
-1.255269619310432034e+02,8.276595847893770497e+01,8.267515722448405313e+01
-1.250206041715654379e+02,8.411640024025081175e+01,8.346386588041437449e+01
-1.246979562968618183e+02,8.494562850528150477e+01,8.456962290093876788e+01
-1.250982807753001964e+02,8.562911175353217175e+01,8.586211975739554703e+01
-1.258919255143212297e+02,8.627629523390140776e+01,8.720325748897499807e+01
-1.271604625245278442e+02,8.680863529434263626e+01,8.843348320214994374e+01
-1.282022432515542789e+02,8.740200364523020937e+01,8.960221246339638412e+01
-1.286192517286540351e+02,8.787482103877496797e+01,9.062312463995257872e+01
-1.287907729846904203e+02,8.832010808083217057e+01,9.161871042294386314e+01
-1.291230606864046138e+02,8.874201095545217299e+01,9.263085101327222048e+01
-1.296117425487912840e+02,8.912066518298736639e+01,9.360276645684238872e+01
-1.300651667724555693e+02,8.948537358146523957e+01,9.448209263581915707e+01
-1.304198186871720395e+02,8.985553265841741677e+01,9.529591619532645552e+01
-1.305181113138455373e+02,9.011047660483934862e+01,9.593750355018342191e+01
-1.306524040917457512e+02,9.026474939218192617e+01,9.654688882970563668e+01
-1.310394148104181795e+02,9.025310734532678225e+01,9.712833857958764838e+01
-1.316309775818903631e+02,9.013251329643685494e+01,9.775585343224571488e+01
-1.320105405344691576e+02,8.990003346112820282e+01,9.830470451655948239e+01
-1.319651328712914449e+02,8.953758392732336802e+01,9.877785420980318065e+01
-1.315444516596849951e+02,8.906375211033670780e+01,9.917163553447274182e+01
-1.310301640079832737e+02,8.842082828502363157e+01,9.951472939717460520e+01
-1.305553736771205706e+02,8.768313316513373934e+01,9.986162242340508044e+01
-1.301508400976590849e+02,8.679255667437351462e+01,1.001286729670714237e+02
-1.296955403358285253e+02,8.583235224126433138e+01,1.003262471608800865e+02
-1.291830241395292092e+02,8.485813063150123980e+01,1.004911849480478594e+02
-1.284924778197515138e+02,8.369847956534030686e+01,1.005972210125897703e+02
-1.278312643618199189e+02,8.241469948131666001e+01,1.006789532801055458e+02
-1.270900709413333090e+02,8.099925774105945209e+01,1.007452030626036645e+02
-1.259975576057729114e+02,7.957113688389337369e+01,1.007300871645808371e+02
-1.244991702827239237e+02,7.843701386982478141e+01,1.005556301614376196e+02
-1.232047698112524330e+02,7.741502590242816950e+01,1.003286240027941432e+02
-1.229343045696808616e+02,7.641989763612953368e+01,1.000542795743792226e+02
-1.233523548692714229e+02,7.544882167185603805e+01,9.982390818592301684e+01
-1.234656695403332662e+02,7.464624126929948034e+01,9.963752918774000022e+01
-1.231835940511842153e+02,7.380844690216790127e+01,9.954539024558668814e+01
-1.229739509969719364e+02,7.292764619881405963e+01,9.949068861386828644e+01
-1.228201197755009417e+02,7.207835182986502787e+01,9.954353529224387387e+01
-1.225595348559902362e+02,7.137563579521383872e+01,9.977622797834587232e+01
-1.221099407577505929e+02,7.084004523952664556e+01,1.000927291934678891e+02
-1.221159338664607361e+02,7.044164234681740311e+01,1.003483920410813965e+02
-1.225147946100754126e+02,7.011311240832509384e+01,1.005579934281435044e+02
-1.229678520834297331e+02,7.003371171346464052e+01,1.007591740192397367e+02
-1.232182751852010227e+02,7.009467961947265735e+01,1.011037968005432219e+02
-1.240835319939507713e+02,6.985354882605126647e+01,1.014265228103601970e+02
-1.219079797652094896e+02,6.936298802020192511e+01,1.014860303382099289e+02
-1.208869858392293821e+02,6.880561312554493725e+01,1.014451984837670437e+02
-1.198644511110305899e+02,6.796851176560835484e+01,1.013513893514618474e+02
-1.187721357365113590e+02,6.699283273131328542e+01,1.012277458032068012e+02
-1.176396409057408476e+02,6.603365320807839112e+01,1.009716350528105693e+02
-1.169301418049956141e+02,6.517334793677447635e+01,1.005948257319560355e+02
-1.165903234137824143e+02,6.438534915654429369e+01,1.002868340319958946e+02
-1.163974311995104500e+02,6.360252393619524014e+01,1.000549496866727281e+02
-1.164148953629929366e+02,6.285666071004229138e+01,9.995762510094607478e+01
-1.165028368015683213e+02,6.226346507637401828e+01,9.983394267648213827e+01
-1.165925591985300827e+02,6.170930163932439427e+01,9.966667830421354779e+01
-1.166868330393436253e+02,6.112627459041188871e+01,9.946116280343602511e+01
-1.163385664629976617e+02,6.056711628097512090e+01,9.913980784342469121e+01
-1.157396455966468096e+02,6.000118026316118858e+01,9.877955151622030883e+01
-1.152242160214801032e+02,5.937264316777319095e+01,9.842668143419685123e+01
-1.149073908744938564e+02,5.865341186162846299e+01,9.826330248512198295e+01
-1.147366006427574803e+02,5.795051366378935853e+01,9.814075925658141841e+01
-1.147672780981168899e+02,5.749593449470352624e+01,9.796226211480696122e+01
-1.148890728268758465e+02,5.711646359685962437e+01,9.783432895189059764e+01
-1.149253158750826032e+02,5.677415592229240815e+01,9.777943321528107390e+01
-1.148471171198468141e+02,5.647555927668721409e+01,9.773268686642222747e+01
-1.148378135900297679e+02,5.620281885198834715e+01,9.760475927645197203e+01
-1.148495845223800700e+02,5.596732115811661856e+01,9.741388405245547233e+01
-1.149058209659522305e+02,5.573238758405632609e+01,9.718561080553041620e+01
-1.149524384997918531e+02,5.546629900407402403e+01,9.695063108631532600e+01
-1.149417499086991512e+02,5.519732836330902614e+01,9.668520441424296052e+01
-1.148273117861938175e+02,5.492318051478427776e+01,9.644252529067694013e+01
-1.147460531327747759e+02,5.461407559224224428e+01,9.618836469828016789e+01
-1.146949938226613170e+02,5.425714149111111340e+01,9.593602392767580511e+01
-1.145364522224824810e+02,5.394117814543525924e+01,9.569262254276202384e+01
-1.144122728782407847e+02,5.367252477608656136e+01,9.545733246694339869e+01
-1.142772028225321037e+02,5.339505126968840187e+01,9.521980536608121781e+01
-1.140957333343128539e+02,5.306982599443362147e+01,9.498652895799075679e+01
-1.137174603965990372e+02,5.278397777119788969e+01,9.472142620992056550e+01
-1.132251696353823718e+02,5.257483064139596962e+01,9.442774365073530873e+01
-1.127316302671405310e+02,5.237254129140916348e+01,9.412054447170886817e+01
-1.122408266506731138e+02,5.212198942618972808e+01,9.378708566945913105e+01
-1.118418160920405597e+02,5.190821209096045408e+01,9.340490409408106132e+01
-1.114421968136077226e+02,5.180136469839831648e+01,9.302784352472697549e+01
-1.110342227268672417e+02,5.177550814646988897e+01,9.264408102226536812e+01
-1.106553000072998998e+02,5.187301855714675014e+01,9.225020948479532024e+01
-1.103603087751291554e+02,5.202953914033692229e+01,9.186723148247376969e+01
-1.101195820151936289e+02,5.219065518257039571e+01,9.151547088040895517e+01
-1.099461287941596481e+02,5.233569824953015370e+01,9.129697764982769570e+01
-1.100149297973429441e+02,5.257648762254510899e+01,9.113259303123510335e+01
-1.107135467815518268e+02,5.305634267645900337e+01,9.108150210785841239e+01
-1.114209336670366497e+02,5.358839974281107743e+01,9.106327727666590022e+01
-1.118732190624502607e+02,5.417600978324858829e+01,9.105038260556025875e+01
-1.118159285959931282e+02,5.492817621424580921e+01,9.098413568490127545e+01
-1.118565814135957623e+02,5.571976697440167214e+01,9.090731737849972660e+01
-1.122836872751994974e+02,5.685885697670215677e+01,9.087741099266477818e+01
-1.130475017637402573e+02,5.820929931056443962e+01,9.090856938587808145e+01
-1.141024299306926650e+02,5.968280955246103758e+01,9.094779238828154178e+01
-1.152149798949313180e+02,6.122595778910272912e+01,9.099444822112985776e+01
-1.163371050551238852e+02,6.295002233092231592e+01,9.105229523027587391e+01
-1.171327475579089423e+02,6.486879544875763770e+01,9.112066368424456186e+01
-1.175077456256051960e+02,6.694152992056164919e+01,9.116568604679883947e+01
-1.180930033225328941e+02,6.910488930153485398e+01,9.110041906207368356e+01
-1.190113605012524829e+02,7.121386972102877166e+01,9.102308724932039752e+01
-1.199532303704541363e+02,7.324901544702915146e+01,9.093880385272106537e+01
-1.205866654697316989e+02,7.514002749176884777e+01,9.097889414519553952e+01
-1.210333716541318552e+02,7.676292266534458975e+01,9.131421641736739048e+01
-1.211200156387234017e+02,7.793193485408588117e+01,9.187361923934315655e+01
-1.210093337229826886e+02,7.867051393112197388e+01,9.259440477256106306e+01
-1.211576868590759233e+02,7.900496644271402147e+01,9.349647477616727542e+01
-1.216079102256911710e+02,7.911472722617460818e+01,9.455347143449944269e+01
-1.222227945127272051e+02,7.916951904577078380e+01,9.569883831808139973e+01
-1.227899118617004035e+02,7.926419648918391658e+01,9.681936053516500351e+01
-1.232287007720496916e+02,7.931412565534813552e+01,9.788373190543455848e+01
-1.236079541171224179e+02,7.928896686636907987e+01,9.891456945673469647e+01
-1.239715832745678483e+02,7.921424547548518547e+01,9.994352331552099145e+01
-1.243735123043900614e+02,7.908802269167115639e+01,1.009656706734479030e+02
-1.246464766360611804e+02,7.900867197155831434e+01,1.019463765396140218e+02
-1.247585450770722133e+02,7.893254598060875082e+01,1.028872260028918078e+02
-1.245810601605686827e+02,7.882626566231513721e+01,1.037329780005885027e+02
-1.244580193433352520e+02,7.864983138110156347e+01,1.044444027227402643e+02
-1.244863841170606378e+02,7.842758346897927879e+01,1.050847363479619077e+02
-1.247271891540187170e+02,7.811896007091733907e+01,1.055950953718365071e+02
-1.250262109090909775e+02,7.778407679760424287e+01,1.062121579790996577e+02
-1.254453834989329692e+02,7.741688893653962111e+01,1.067600350285419495e+02
-1.257920164995715027e+02,7.702924251301280378e+01,1.072630691451699931e+02
-1.259309239689985134e+02,7.665091916995629617e+01,1.077433448501682136e+02
-1.258343472827251048e+02,7.630625170331188656e+01,1.082047924868539752e+02
-1.256598574198704057e+02,7.597627865702820316e+01,1.085816153499344097e+02
-1.254524788340086729e+02,7.556981354237868231e+01,1.089345766318732558e+02
-1.252900639140930252e+02,7.504540259038806482e+01,1.092686471618988548e+02
-1.251539791488349636e+02,7.451176211348708023e+01,1.095861972520049363e+02
-1.251274879007320351e+02,7.403382733417454631e+01,1.098945918689146737e+02
